Date,España,Italia
2021-11-15 00:00:00+00:00,4865260,5056954
2021-11-16 00:00:00+00:00,4873075,5061045
2021-11-17 00:00:00+00:00,4883242,5067712
2021-11-18 00:00:00+00:00,4893887,5074027
2021-11-19 00:00:00+00:00,4904441,5080663
2021-11-20 00:00:00+00:00,4915981,5080663
2021-11-21 00:00:00+00:00,4925688,5080663
2021-11-22 00:00:00+00:00,4932091,5096538
2021-11-23 00:00:00+00:00,4942135,5103315
2021-11-24 00:00:00+00:00,4954585,5111842
2021-11-25 00:00:00+00:00,4968341,5121100
2021-11-26 00:00:00+00:00,4982022,5131012
2021-11-27 00:00:00+00:00,4994891,5131012
2021-11-28 00:00:00+00:00,5007818,5131012
2021-11-29 00:00:00+00:00,5015790,5153923
2021-11-30 00:00:00+00:00,5028547,5164184
2021-12-01 00:00:00+00:00,5043620,5174720
2021-12-02 00:00:00+00:00,5060430,5189220
2021-12-03 00:00:00+00:00,5077445,5202958
2021-12-04 00:00:00+00:00,5094072,5202958
2021-12-05 00:00:00+00:00,5109082,5202958
2021-12-06 00:00:00+00:00,5118576,5202958
2021-12-07 00:00:00+00:00,5134318,5246766
2021-12-08 00:00:00+00:00,5152264,5246766
2021-12-09 00:00:00+00:00,5164780,5273178
2021-12-10 00:00:00+00:00,5185270,5290273
2021-12-11 00:00:00+00:00,5206305,5290190
2021-12-12 00:00:00+00:00,5225517,5290190
2021-12-13 00:00:00+00:00,5238221,5339992
2021-12-14 00:00:00+00:00,5258886,5366128
2021-12-15 00:00:00+00:00,5282076,5393268
2021-12-16 00:00:00+00:00,5308180,5422168
2021-12-17 00:00:00+00:00,5336795,5455527
2021-12-18 00:00:00+00:00,5364852,5455527
2021-12-19 00:00:00+00:00,5389155,5455527
2021-12-20 00:00:00+00:00,5405360,5535231
2021-12-21 00:00:00+00:00,5436143,5585054
2021-12-22 00:00:00+00:00,5472469,5645095
2021-12-23 00:00:00+00:00,5517054,5718007
2021-12-24 00:00:00+00:00,5567644,5718007
2021-12-25 00:00:00+00:00,5622431,5718007
2021-12-26 00:00:00+00:00,5647313,5718007
2021-12-27 00:00:00+00:00,5678112,5932626
2021-12-28 00:00:00+00:00,5756412,6032297
2021-12-29 00:00:00+00:00,5854428,6133057
2021-12-30 00:00:00+00:00,5981428,6294745
2021-12-31 00:00:00+00:00,6125683,6294745
2022-01-01 00:00:00+00:00,6266939,6294745
2022-01-02 00:00:00+00:00,6328076,6294745
2022-01-03 00:00:00+00:00,6396110,6667511
2022-01-04 00:00:00+00:00,6566947,6785286
2022-01-05 00:00:00+00:00,6756035,6922466
2022-01-06 00:00:00+00:00,6975465,6922466
2022-01-07 00:00:00+00:00,7083762,7164906
2022-01-08 00:00:00+00:00,7281297,7164906
2022-01-09 00:00:00+00:00,7436939,7164906
2022-01-10 00:00:00+00:00,7554344,7457300
2022-01-11 00:00:00+00:00,7774863,7592242
2022-01-12 00:00:00+00:00,7971068,7771367
2022-01-13 00:00:00+00:00,8155645,7930528
2022-01-14 00:00:00+00:00,8356514,8093036
2022-01-15 00:00:00+00:00,8549450,8093036
2022-01-16 00:00:00+00:00,8706915,8093036
2022-01-17 00:00:00+00:00,8790302,8424503
2022-01-18 00:00:00+00:00,9018425,8518975
2022-01-19 00:00:00+00:00,9219391,8676916
2022-01-20 00:00:00+00:00,9418256,8834363
2022-01-21 00:00:00+00:00,9603856,8975458
2022-01-22 00:00:00+00:00,9781191,8975458
2022-01-23 00:00:00+00:00,9923678,8975458
2022-01-24 00:00:00+00:00,10001344,9280890
2022-01-25 00:00:00+00:00,10212621,9395767
2022-01-26 00:00:00+00:00,10383561,9529320
2022-01-27 00:00:00+00:00,10539601,9660208
2022-01-28 00:00:00+00:00,10683948,9779130
2022-01-29 00:00:00+00:00,10821375,9779130
2022-01-30 00:00:00+00:00,10925485,9779130
2022-01-31 00:00:00+00:00,10983116,9961253
2022-02-01 00:00:00+00:00,11116422,10039126
2022-02-02 00:00:00+00:00,11235745,10125348
2022-02-03 00:00:00+00:00,11348701,10199716
2022-02-04 00:00:00+00:00,11449601,10199716
2022-02-05 00:00:00+00:00,11542793,10199716
2022-02-06 00:00:00+00:00,11621736,10199716
2022-02-07 00:00:00+00:00,11663338,10395471
2022-02-08 00:00:00+00:00,11765767,10439302
2022-02-09 00:00:00+00:00,11847436,10502141
2022-02-10 00:00:00+00:00,11923631,10555196
2022-02-11 00:00:00+00:00,11991109,10604200
2022-02-12 00:00:00+00:00,12053330,10604200
2022-02-13 00:00:00+00:00,12105675,10604200
2022-02-14 00:00:00+00:00,12134451,10672906
2022-02-15 00:00:00+00:00,12205474,10707286
2022-02-16 00:00:00+00:00,12265343,10744394
2022-02-17 00:00:00+00:00,12323398,10778607
2022-02-18 00:00:00+00:00,12377098,10809222
2022-02-19 00:00:00+00:00,12427773,10809222
2022-02-20 00:00:00+00:00,12469975,10809222
2022-02-21 00:00:00+00:00,12494459,10858000
2022-02-22 00:00:00+00:00,12554596,10880193
2022-02-23 00:00:00+00:00,12603758,10914105
2022-02-24 00:00:00+00:00,12651251,10949997
2022-02-25 00:00:00+00:00,12693320,10977524
2022-02-26 00:00:00+00:00,12732680,10977524
2022-02-27 00:00:00+00:00,12764558,10977524
2022-02-28 00:00:00+00:00,12782836,10977524
2022-03-01 00:00:00+00:00,12829972,11036085
2022-03-02 00:00:00+00:00,12867918,11054888
2022-03-03 00:00:00+00:00,12910506,11078028
2022-03-04 00:00:00+00:00,12948859,11100428
2022-03-05 00:00:00+00:00,12990223,11100428
2022-03-06 00:00:00+00:00,13026112,11100428
2022-03-07 00:00:00+00:00,13048774,11136425
2022-03-08 00:00:00+00:00,13109527,11159574
2022-03-09 00:00:00+00:00,13159342,11181510
2022-03-10 00:00:00+00:00,13214498,11204125
2022-03-11 00:00:00+00:00,13268459,11223974
2022-03-12 00:00:00+00:00,13323179,11223974
2022-03-13 00:00:00+00:00,13373207,11223974
2022-03-14 00:00:00+00:00,13402905,11223974
2022-03-15 00:00:00+00:00,13489319,11260040
2022-03-16 00:00:00+00:00,13563466,11260040
2022-03-17 00:00:00+00:00,13645834,11260040
2022-03-18 00:00:00+00:00,13724411,11324637
2022-03-19 00:00:00+00:00,13800179,11324637
2022-03-20 00:00:00+00:00,13861743,11324637
2022-03-21 00:00:00+00:00,13895188,11324637
2022-03-22 00:00:00+00:00,13992092,11378784
2022-03-23 00:00:00+00:00,14070450,11378784
2022-03-24 00:00:00+00:00,14153098,11378784
2022-03-25 00:00:00+00:00,14229495,11451676
2022-03-26 00:00:00+00:00,14304111,11451676
2022-03-27 00:00:00+00:00,14364723,11451676
2022-03-28 00:00:00+00:00,14396283,11451676
2022-03-29 00:00:00+00:00,14496579,11508309
2022-03-30 00:00:00+00:00,14567990,11508309
2022-03-31 00:00:00+00:00,14642354,11508309
2022-04-01 00:00:00+00:00,14719394,11551574
2022-04-02 00:00:00+00:00,14790806,11551574
2022-04-03 00:00:00+00:00,14845815,11551574
2022-04-04 00:00:00+00:00,14877144,11551574
2022-04-05 00:00:00+00:00,14966058,11578653
2022-04-06 00:00:00+00:00,15035943,11578653
2022-04-07 00:00:00+00:00,15106066,11578653
2022-04-08 00:00:00+00:00,15173707,11627487
2022-04-09 00:00:00+00:00,15238128,11627487
2022-04-10 00:00:00+00:00,15292048,11627487
2022-04-11 00:00:00+00:00,15320753,11627487
2022-04-12 00:00:00+00:00,15404809,11662214
2022-04-13 00:00:00+00:00,15467395,11662214
2022-04-14 00:00:00+00:00,15533012,11662214
2022-04-15 00:00:00+00:00,15595302,11662214
2022-04-16 00:00:00+00:00,15659835,11662214
2022-04-17 00:00:00+00:00,15712088,11662214
2022-04-18 00:00:00+00:00,15730676,11662214
2022-04-19 00:00:00+00:00,15758002,11736893
2022-04-20 00:00:00+00:00,15858442,11736893
2022-04-21 00:00:00+00:00,15934437,11736893
2022-04-22 00:00:00+00:00,16008181,11786036
2022-04-23 00:00:00+00:00,16079209,11786036
2022-04-24 00:00:00+00:00,16136057,11786036
2022-04-25 00:00:00+00:00,16161339,11786036
2022-04-26 00:00:00+00:00,16191323,11833457
2022-04-27 00:00:00+00:00,16279754,11833457
2022-04-28 00:00:00+00:00,16349788,11833457
2022-04-29 00:00:00+00:00,16409183,11896152
2022-04-30 00:00:00+00:00,16463200,11896152
2022-05-01 00:00:00+00:00,16504791,11893480
2022-05-02 00:00:00+00:00,16523859,11896152
2022-05-03 00:00:00+00:00,16586268,11953481
2022-05-04 00:00:00+00:00,16633911,11953481
2022-05-05 00:00:00+00:00,16682626,11953481
2022-05-06 00:00:00+00:00,16726990,12009059
2022-05-07 00:00:00+00:00,16767773,12009059
2022-05-08 00:00:00+00:00,16798998,12009059
2022-05-09 00:00:00+00:00,16816419,12009059
2022-05-10 00:00:00+00:00,16872618,12009059
